114.119.132.207 - - [16/May/2021:06:48:17 -0300] "GET /css/images/repositorio/thumb_8466e8_imagen_2.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
170.78.75.240 - - [16/May/2021:09:28:48 -0300] "GET /imagenes/novedad/5342b2_a12ab1_a60082.jpeg HTTP/1.1" 200 135161 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
181.1.169.42 - - [16/May/2021:09:39:37 -0300] "GET /imagenes/novedad/5c89e1_6f7e39_63d5ab.jpeg HTTP/1.1" 200 53490 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Linux; Android 9; SM-J701M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
181.1.169.42 - - [16/May/2021:09:39:37 -0300] "GET /imagenes/novedad/3f33d3_a06512_bb88a3.jpeg HTTP/1.1" 200 164286 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Linux; Android 9; SM-J701M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
207.46.13.174 - - [16/May/2021:09:45:14 -0300] "GET /imagenes/novedad/71a497_5db312_12983d.jpg HTTP/1.1" 200 99267 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
54.218.76.22 - - [16/May/2021:09:48:57 -0300] "GET /css/images/repositorio/restaurantes/restaurantes.jpg HTTP/1.1" 200 8578 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.218.76.22 - - [16/May/2021:09:48:57 -0300] "GET /css/images/repositorio/hospedaje/Alojamiento.jpg HTTP/1.1" 200 2056 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.218.76.22 - - [16/May/2021:09:48:57 -0300] "GET /css/images/repositorio/hospedaje/camping.jpg HTTP/1.1" 200 2225 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.218.76.22 - - [16/May/2021:09:48:57 -0300] "GET /css/images/repositorio/restaurantes/arenas-del-sur.jpg HTTP/1.1" 200 17512 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.218.76.22 - - [16/May/2021:09:48:57 -0300] "GET /css/images/repositorio/restaurantes/lupes-resto-mini.jpg HTTP/1.1" 200 69021 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
114.119.152.34 - - [16/May/2021:09:53:26 -0300] "GET /css/images/repositorio/photo_80ec53_con_cuencos_agua.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
216.244.66.199 - - [16/May/2021:10:10:41 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
181.46.222.153 - - [16/May/2021:10:14:58 -0300] "GET /imagenes/novedad/5c89e1_6f7e39_63d5ab.jpeg HTTP/1.1" 200 53490 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36"
181.46.222.153 - - [16/May/2021:10:14:58 -0300] "GET /imagenes/novedad/3f33d3_a06512_bb88a3.jpeg HTTP/1.1" 200 164286 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36"
216.244.66.199 - - [16/May/2021:10:26:01 -0300] "GET /imagenes/novedad/e33060_los-tipitos.jpg HTTP/1.1" 200 972 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
216.244.66.199 - - [16/May/2021:10:26:31 -0300] "GET /css/images/repositorio/photo_e477f0_3bhs_9229.jpg HTTP/1.1" 200 753 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
69.63.184.12 - - [16/May/2021:11:13:42 -0300] "GET /css/images/repositorio/photo_8ec854_3.jpg HTTP/1.1" 200 136991 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
181.20.124.136 - - [16/May/2021:11:15:30 -0300] "GET /css/images/repositorio/photo_c73324_redimensionar_desarro.jpg HTTP/1.1" 200 115872 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Linux; Android 6.0.1; SM-G532M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.99 Mobile Safari/537.36"
131.100.101.157 - - [16/May/2021:11:19:18 -0300] "GET /imagenes/novedad/5c89e1_6f7e39_63d5ab.jpeg HTTP/1.1" 200 53490 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
131.100.101.157 - - [16/May/2021:11:19:18 -0300] "GET /imagenes/novedad/3f33d3_a06512_bb88a3.jpeg HTTP/1.1" 200 164286 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
114.119.131.234 - - [16/May/2021:11:27:39 -0300] "GET /css/images/repositorio/restaurantes/lupes-resto_noche-bares.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
66.249.66.217 - - [16/May/2021:11:28:53 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.217 - - [16/May/2021:11:28:53 -0300] "GET /css/images/repositorio/thumb_4597d6_1.jpg HTTP/1.1" 200 29685 "-" "Googlebot-Image/1.0"
207.46.13.26 - - [16/May/2021:11:31:44 -0300] "GET /imagenes/novedad/1a6d73_516850_bb8734.jpg HTTP/1.1" 200 135987 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
69.171.249.5 - - [16/May/2021:11:40:13 -0300] "GET /css/images/repositorio/photo_c73324_redimensionar_desarro.jpg HTTP/1.1" 200 115872 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
66.220.149.27 - - [16/May/2021:11:40:17 -0300] "GET /css/images/repositorio/photo_6d9004_automovilismo.jpg HTTP/1.1" 200 363 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
173.252.95.2 - - [16/May/2021:11:40:18 -0300] "GET /css/images/repositorio/photo_c73324_redimensionar_desarro.jpg HTTP/1.1" 200 115872 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"
191.97.129.54 - - [16/May/2021:11:41:17 -0300] "GET /imagenes/novedad/1d7e27_54c9c3_f6239b.jpg HTTP/1.1" 200 87424 "https://www.google.com.ar/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
114.119.132.207 - - [16/May/2021:11:42:07 -0300] "GET /css/images/repositorio/restaurantes/trentinos_noche_bares.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
52.34.147.254 - - [16/May/2021:11:51:55 -0300] "HEAD / HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.76 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET / HTTP/1.1" 200 2489 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET /assets/js/core/jquery.min.js HTTP/1.1" 200 29532 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET /assets/js/core/bootstrap.min.js HTTP/1.1" 200 9539 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET /assets/js/core/jquery.slimscroll.min.js HTTP/1.1" 200 1883 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET /assets/js/core/jquery.scrollLock.min.js HTTP/1.1" 200 635 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET /assets/js/core/jquery.appear.min.js HTTP/1.1" 200 767 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:56 -0300] "GET /assets/css/oneui.css HTTP/1.1" 200 47988 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/js/core/jquery.countTo.min.js HTTP/1.1" 200 768 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/js/core/jquery.placeholder.min.js HTTP/1.1" 200 1099 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/js/core/js.cookie.min.js HTTP/1.1" 200 919 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/js/app.js HTTP/1.1" 200 7657 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/js/plugins/jquery-validation/jquery.validate.min.js HTTP/1.1" 200 6789 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/js/pages/base_forms_validation.js HTTP/1.1" 200 1204 "http://static.balneario-el-condor.com.ar/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780 "http://static.balneario-el-condor.com.ar/assets/css/oneui.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
54.190.176.178 - - [16/May/2021:11:51:57 -0300] "GET /assets/fonts/Simple-Line-Icons.woff HTTP/1.1" 200 59324 "http://static.balneario-el-condor.com.ar/assets/css/oneui.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/83.0.4103.97 Safari/537.36"
170.81.230.144 - - [16/May/2021:11:55:38 -0300] "GET /css/images/repositorio/photo_c73324_redimensionar_desarro.jpg HTTP/1.1" 200 115872 "https://www.balneario-el-condor.com.ar/" "Mozilla/5.0 (Linux; Android 11; SM-A505G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
157.55.39.45 - - [16/May/2021:11:55:50 -0300] "GET /css/images/repositorio/fiesta-mar-y-acampante-noche-1/WhatsApp%20Image%202020-01-24%20at%2000.53.12.jpeg HTTP/1.1" 200 174759 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
207.46.13.49 - - [16/May/2021:11:59:11 -0300] "GET /css/images/repositorio/thumb_56a559_123.jpeg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
114.119.152.34 - - [16/May/2021:12:10:28 -0300] "GET /css/images/repositorio/photo_196020_1.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
5.9.88.113 - - [16/May/2021:12:32:50 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.88.113 - - [16/May/2021:12:33:14 -0300] "GET /imagenes/novedad/324e3c_f1115f_81a041.jpg HTTP/1.1" 200 287077 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.88.113 - - [16/May/2021:12:33:44 -0300] "GET /imagenes/novedad/8f20ef_a19e97_fd0e6a.jpg HTTP/1.1" 200 66637 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.88.113 - - [16/May/2021:12:34:12 -0300] "GET /imagenes/novedad/8f431a_6962eb_813f31.jpg HTTP/1.1" 200 64689 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.88.113 - - [16/May/2021:12:34:34 -0300] "GET /imagenes/novedad/eaee75_6ad574_eec665.jpg HTTP/1.1" 200 67237 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
40.77.167.21 - - [16/May/2021:12:35:43 -0300] "GET /css/images/repositorio/big_one_11.png HTTP/1.1" 200 431494 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.244.66.199 - - [16/May/2021:12:46:59 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
216.244.66.199 - - [16/May/2021:12:59:49 -0300] "GET /css/images/repositorio/corsos_carnavales_65.jpg HTTP/1.1" 200 753 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
216.244.66.199 - - [16/May/2021:13:01:52 -0300] "GET /imagenes/novedad/a6ffc4_pe%C3%B1a2.JPG HTTP/1.1" 200 972 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
216.244.66.199 - - [16/May/2021:13:02:22 -0300] "GET /css/images/repositorio/photo_b116b7_3bhs_9733.jpg HTTP/1.1" 200 753 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
5.9.154.68 - - [16/May/2021:13:26:04 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:26:28 -0300] "GET /imagenes/novedad/38df88_5c6cbd_98e5bd.jpg HTTP/1.1" 200 131992 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:26:50 -0300] "GET /imagenes/novedad/3b7e62_5effed_f2c660.jpg HTTP/1.1" 200 511859 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:27:13 -0300] "GET /imagenes/novedad/3f33d3_a06512_bb88a3.jpeg HTTP/1.1" 200 164286 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:27:37 -0300] "GET /imagenes/novedad/43546d_4d688d_bf96fc.jpg HTTP/1.1" 200 73331 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:28:02 -0300] "GET /imagenes/novedad/471b62_8d54fa_956542.jpg HTTP/1.1" 200 40821 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:28:29 -0300] "GET /imagenes/novedad/59f7c5_dd4fd6_836d28.jpg HTTP/1.1" 200 162102 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:28:59 -0300] "GET /imagenes/novedad/5c89e1_6f7e39_63d5ab.jpeg HTTP/1.1" 200 53490 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:29:28 -0300] "GET /imagenes/novedad/68ef2a_95f777_166b6e.jpg HTTP/1.1" 200 115348 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:29:51 -0300] "GET /imagenes/novedad/8932cf_942217_241bce.jpg HTTP/1.1" 200 42216 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:30:14 -0300] "GET /imagenes/novedad/932992_4b3c93_2561da.jpg HTTP/1.1" 200 221942 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:30:41 -0300] "GET /imagenes/novedad/ae98e7_4e88be_0a7313.jpg HTTP/1.1" 200 52491 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:31:06 -0300] "GET /imagenes/novedad/fd979e_999aa9_88c29a.jpg HTTP/1.1" 200 67429 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
5.9.154.68 - - [16/May/2021:13:31:29 -0300] "GET /imagenes/novedad/fffa5f_239336_4dff21.jpg HTTP/1.1" 200 74788 "-" "Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"
216.244.66.199 - - [16/May/2021:13:40:20 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
170.78.75.240 - - [16/May/2021:13:49:20 -0300] "GET /imagenes/novedad/8cb076_b1180f_7d7970.jpg HTTP/1.1" 200 351863 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
170.81.229.241 - - [16/May/2021:13:49:20 -0300] "GET /imagenes/novedad/503d2c_d50d00_e39ea9.jpg HTTP/1.1" 200 90401 "-" "Mozilla/5.0 (Linux; Android 6.0; LG-H815) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.112 Mobile Safari/537.36"
170.78.75.240 - - [16/May/2021:13:49:20 -0300] "GET /imagenes/novedad/affab4_d5d9ac_a35c9d.jpeg HTTP/1.1" 200 54358 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
170.78.75.240 - - [16/May/2021:13:49:20 -0300] "GET /imagenes/novedad/1fcae1_523559_ef70dd.jpg HTTP/1.1" 200 171607 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
216.244.66.199 - - [16/May/2021:13:53:02 -0300] "GET /css/images/repositorio/corsos_carnavales_62.jpg HTTP/1.1" 200 753 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
207.46.13.49 - - [16/May/2021:14:06:58 -0300] "GET /css/images/repositorio/photo_1d77ba_araucaria_imagen.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
40.77.167.47 - - [16/May/2021:14:15:43 -0300] "GET /css/images/repositorio/photo_0d46d0_3bhs_8209.jpg HTTP/1.1" 200 363 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
216.244.66.199 - - [16/May/2021:14:32:25 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
114.119.155.70 - - [16/May/2021:14:42:22 -0300] "GET /robots.txt HTTP/1.1" 200 31 "-" "Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
216.244.66.199 - - [16/May/2021:14:48:16 -0300] "GET /imagenes/novedad/0e100e_a5d469_1a9ca8.jpg HTTP/1.1" 200 972 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
216.244.66.199 - - [16/May/2021:14:48:47 -0300] "GET /imagenes/novedad/c9dabf_b0598c_58f791.jpg HTTP/1.1" 200 972 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
216.244.66.199 - - [16/May/2021:14:49:17 -0300] "GET /imagenes/novedad/dea57e_4edef3_9aa76a.jpg HTTP/1.1" 200 972 "-" "Mozilla/5.0 (compatible; DotBot/1.2; +https://opensiteexplorer.org/dotbot; help@moz.com)"
40.77.167.47 - - [16/May/2021:14:56:38 -0300] "GET /imagenes/novedad/0c400c_42c822_ef4f7e.png HTTP/1.1" 200 19167 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
170.78.75.240 - - [16/May/2021:15:17:07 -0300] "GET /imagenes/novedad/ae4d52_bfd120_18d939.jpg HTTP/1.1" 200 15876 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
170.78.75.240 - - [16/May/2021:15:17:07 -0300] "GET /imagenes/novedad/582d8d_599246_a684ce.jpg HTTP/1.1" 200 155845 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
170.78.75.240 - - [16/May/2021:15:17:07 -0300] "GET /imagenes/novedad/e0c5e6_d1a8ee_f142a7.jpg HTTP/1.1" 200 151810 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.122 Safari/534.30"
